tweets,labels
united nso ne gyimiii deboi,Negative
hw obi nso,Neutral
aaahh wei nso,Neutral
boa nso ooo,Negative
hwain nso ni,Negative
wo rushi saa nso wo tailor kraa ny papa biaa saa ah kabutey paa??????,Negative
me nso mdi bet ??,Positive
ghana yesu de dabiaa oky momo nso menya bi da,Negative
nsi nso da ????????,Neutral
nnipa nso y dn???????,Neutral
na asem ben koraaa nso nyi  sg,Negative
hw?,Neutral
na hazard nso nka den,Neutral
aboakyire no b wo dam ong ei mo nso,Negative
wo nso wo tumi gyimj do do,Negative
enokay nyame ma bi nso meso,Positive
ahwenepa nso nkasa,Neutral
sisia nso de boi aptupl bia na anklet da ne nan ?????,Negative
om edi edi na nso berla di mondi lol,Neutral
wei nso errr??,Neutral
hwan nso ni tsw,Negative
na hwan nso nie,Negative
afei obiaaa bhu s  nnim nyansa  oy panyini nso ooo na sbi oodi nsemhunu saaa no  wei,Negative
mok gye sika fon aa na atomo ne nkwasia promos  den nso  ne banku  nwom fon sei,Negative
natty nso wop gyimiii dodo,Negative
saa nso na nipa di ns? ????,Neutral
nk nso ooo,Neutral
ma ya ase nso ka hon??,Neutral
nso manny? no saaebiaa na as?m aba ????,Negative
??????na wei nso erh,Negative
wei nso y asem wegyimi anaa,Negative
me nso me hunu wo koraaa,Neutral
ei asem bn nso ni,Negative
wei se sei wei nso se seioh,Neutral
wei nso firi hen,Negative
?k?m ba bi nso,Negative
baako nso y kwata ????,Negative
boa nso oo????,Negative
mo nsua mo kurom kasa yie ?den nso ne ewiemfo? ba,Positive
maakye ooo me nuafa wei kyea liverpoolfo no nso ma me,Positive
onhyira wo nso,Positive
hw no nso ??,Negative
na wei nso fri hi??????,Neutral
boi nka rasta ne nyansa nwom nso wei de gyimii nwom paaaa ??  svodxiesf,Negative
asem a wooka no nokr mmom wig no akyer????????nso wookc ka a ymmra wonka,Negative
nana me se mmayewa no nso s?n?? nkoaa oo,Neutral
hw gyimifuor no nso,Negative
ghana yesu nso nanim tantaan taan se ebini,Negative
mona mo de bae nso yen na yy no hit??,Positive
?n? nso y? awurade adidi ooo yiee asem ni,Negative
marvin ne jaypee nso kraaa se d?n bbtitans,Negative
wo nso kodi bi ma gyae obi asem ma no,Positive
?no nso????,Negative
no nso brofo basaa bn no no?? anaa me na mabn??,Negative
wo ho y? f? ?na wo ho nso twa dodow,Positive
me texti wo nso wonhu y,Neutral
wo team foon kankan nso wo s?re a watwe wano s? tweapea si madrid as?m so runaway barca fan to lipool,Negative
liverpool nso eeei,Negative
eii liverpoolwei nso biom??????????,Negative
eii arsenal nso de,Neutral
na mo nso mo da so tie kessben fm,Negative
wei nso firi heefa??,Negative
ei na wei nso firi hin??,Positive & Negative
no nso ny bad oo,Negative
wadwene so nso ynhu hwee bra aden,Negative
hwan nso ni,Neutral
ehiafo nkoaaa nso oo????,Negative
mode ne nso mo mm basaaa,Negative
wakenbake    pramso foc nso wo ha bi ??????,Neutral
asante didi nso asante nkae,Negative
ono nso ne gyimii bi,Negative
oh baama nso ??,Neutral
ne koraa koraa ne s �y�ati paaa nso y nfa� ??????  s,Negative
whain nni ??,Neutral
wo ti kakrakaaa nyansa biara nni mu,Negative
nyansa nni baako fuo trim????,Positive & Negative
s biribi nni wiase a nka y da a ynto ypono mu,Neutral
wiase mu nnipa bi nni aye �,Negative
wo papa nni nyansa aa saa oo� ya wowo ase tw gyimifo aboabi ba,Negative
wo nni twm,Neutral
mo nni abotare baako sei,Negative
gyamera moyale yb dwane dwane agya mo kuro mu ha na mode montena ha nni  nsemhunu,Negative
nti cnfa yen akoma nni agrc,Neutral
hwii nni kutr yem,Negative
nhy me ho aa me hy me dan mu me ku me ho ma me mma fi s me mma ne ohia nni asem ohiani asemkojocue,Neutral
asantehene nni adanfo,Neutral
amany?kuw biara nni h? a obetumi ne y?n asi akan w? nhyehy?e pa ho,Neutral
asem ben koraa nni???????,Negative
asm bba dabi atiabanku,Negative
ayi kai dabi ??????  sheyx,Neutral
ayi kai dabi ??????,Negative
dabi da ????,Neutral
asm bba dabi o,Negative
dabi wasori,Neutral
bosom fc  antoakakabo fc dabi dabi dabi,Negative
dabi dabi asem nti,Neutral
?????????? herh gh ooo dabi,Negative
saa nkolaa wei ??,Negative
eii ????????saa  sfz,Neutral
ye b?y? no saa p?p??p?,Neutral
yebedi wo sika ma n�saa sei tom,Negative
saa akoa no chacha b?ku no oo,Negative
y nam mu saa??????????,Negative
goliath gyae saa????na mey nyame nipa,Neutral
ah na menim s wagyimi saa oo??,Negative
wo y aboa paa ???????????? wo saa akoa wei??,Negative
wo nso saa,Neutral
biibi saa,Neutral
gyimii saa??????,Negative
herh fa wo kwasia k? na wo nny? ade? saa,Negative
nokr? ne saa nti biribi b?to wo no na mede meho aka nwura wo ne nananom ne ahenfie no nyinaa mede asi ha??,Positive & Negative
saa,Neutral
saa ppp,Neutral
blakk rasta saa akoa gyimifo yi biom,Negative
nana gyae saa????,Negative
oh saa,Neutral
saa p?p??p? wofa,Neutral
oh saa,Neutral
wo bma na abrem saa no,Negative
o saa,Neutral
bosom pyung,Neutral
ei saa,Neutral
tw na so fu saa nu??????,Negative
ne tw? na aprinti saa nu,Negative
eyy saa,Neutral
anopa tututu sei na wo fura yani saa no ei ????,Negative
wop saa ohh??,Negative
gyae saa????????,Negative
saa ppp??????,Neutral
b saa aba????,Neutral
wode gyimii saa,Negative
masa borcde na wo wi no raw saa,Negative
saa wo gyimii nu??????????,Negative
saa ong,Neutral
saa,Neutral
kwasia saa nu??,Negative
gyae saa ??????,Neutral
ahn saa mohm,Neutral
saa mmom,Negative
kwasia sem saa na wabodam,Negative
eeii saa,Neutral
gyimie saa ??,Negative
gyimie saa,Negative
wo  saa boy wei wabodam anaaa,Negative
woho fiii????gyimie saa??,Negative
saa adn,Neutral
nam ben saa,Neutral
saa ong,Neutral
oh saa??????,Neutral
na s?? ama tundra so wagyimi saa ??????????,Negative
saa ppp nsemhunu nkoaa,Negative
wo saa akoa wei wani nnwu asm,Negative
gyimie saa,Negative
oh menye blacko saa ??,Neutral
wanbor braa aa saa,Neutral
saa ppp ??,Neutral
saa ????,Neutral
aba no saa,Negative
menso saa oo??,Neutral
saa na te oo ????,Neutral
saa nkurofour wei wahu,Negative
sia d sia ?????? gyimi saa oo???????,Negative
wode gyimii saa,Negative
saa mmom,Negative
saa pppp menua ????,Neutral
saa  eii,Neutral
saa mom,Negative
zak gyai saa samantha hwe wu,Negative
ebiaa ni oo kwasia brofo saa na ye wu k aww bibini,Negative
saa p?p?? p?,Neutral
eii saa??,Neutral
gyimiii saa,Negative
na wonso saa na wo te  ssdoa,Negative
saa ppp ????????,Neutral
ei saa,Neutral
saa p?p??p? menua????,Neutral
� wagyimie saa,Negative
fa wo sa b? w? m?ni na saa na ?d? ti?,Neutral
gyimii saa,Negative
o saa,Neutral
gyae saa na nny,Negative
saa banku,Neutral
mfano saa????,Negative
saa ny? rastaman biara na nim nyansa,Negative
saa pp ??  sl,Neutral
aware? bi sei de?,Negative
keaku bosom koraa eny saa,Negative
saa nso na nipa di ns? ????,Neutral
saa mom ??,Negative
hmm eii awurade mma y obaa ne ho f oo ny saa wani koraa ngye wiade,Positive & Negative
ei saa,Neutral
saa momm??,Negative
saa mmom??,Negative
saa ni gyimii no,Negative
ooh saa??????,Neutral
fa wo gyimie soor horadn na moadwene awu saa,Negative
nso manny? no saaebiaa na as?m aba ????,Neutral
saa mmootia kwensa nii nu ??,Negative
gyimie saa no wawu sia??,Negative
bfa bfa saa na la wu,Negative
oh gyai saa????????,Negative
?????? nkwasia sem saa,Negative
ndc kuw no ani gye ho s? w?b?hwie mogya agu ad?n yebetumi ama ghanafo awer?hyem s? saa ?bonsam nhyehy?e yi renny? adwuma,Positive & Negative
saa ppp,Neutral
wo saa akoa wei wo y aboa paa wo mmr bso woate na obiara nka bi mma wo dinb antumi wo a tete wo ntoma mmoa a w wuram koraa nim s mmr bi w h a yde gyimii tet kakra wonni panyin na due aboa funu,Negative
??saa na ewiase te,Neutral
metaeka saa asm wei ??????,Neutral
ei saa ??????,Neutral
madi g?b? saa,Neutral
saa,Neutral
ei na wagyimi saa,Negative
ne papa sika ny ne sika senwo kasa saa me tumi hu se wo nyaa sika pn richdadpoordad,Negative
saa,Neutral
oh saa mohm??,Neutral
ma try saa enfa,Negative
saa omo gyimie no,Negative
wode koso gyimi saa wo mr beso,Negative
saa mom ??,Negative
oh saa????,Neutral
saa mogyimii no,Negative
saa mmom,Negative
saa mogyimii no ????,Negative
eii saa,Neutral
oh saa,Neutral
saa ppp,Neutral
mente saa??,Neutral
cm de nyimii saa na etou ato,Negative
gyimii saa,Negative
wo p saa paa??,Neutral
ei saa??????,Neutral
ei saa,Neutral
mode gyimii saa namo de ohia awu,Negative
?den ooo kwabena wanhy? wo ho so paa wo b? di akyire saa na wo sika asa a ma no ate wani so sei,Positive & Negative
nti wo saa ong,Negative
ei saa,Neutral
ei saa ayoo,Negative
saa??????,Neutral
masa mobgyae saa gyimi yi oo,Negative
saa,Neutral
adn na wo wagyimi saa,Negative
saa ong,Neutral
saa ger nu di?? chai ?? ?? ??,Negative
saa akoa no,Negative
saa momm ??,Negative
ei saa,Neutral
oh saa,Neutral
saa momm??,Neutral
oh saa mom????,Negative
saa ppp ??????????,Neutral
bediako saa,Neutral
s de nsuo y no saa nso na awia by ????????,Neutral
gyae saa,Negative
saa,Neutral
wo teme hoasem??fa nosaa,Neutral
saa,Neutral
agye ta ??madrid de gyimie saa,Negative
wo b br saa ??,Negative
oh saa,Neutral
berma paa na wapo ni hu saa,Negative
gyai na yemp saa????,Neutral
wahu saa lie no,Neutral
wo di gyimii saa ????,Negative
saa p?p??p? ????,Neutral
oh saa??,Neutral
oh saa??,Neutral
saa fulani nu ankasa ????????,Negative
ya na ?mo asan b?n koraa saa ky?n y?n,Negative
hahahaha saa,Neutral
saa wonnim nyansa koraa,Negative
saa ong,Neutral
??????wonhu saa,Neutral
saa,Neutral
saa ??,Neutral
me tumi hw saa �herrr??,Neutral
saa ppp ??,Neutral
??????masree saa,Neutral
saa gyimi no mongyai,Negative
ah na mo agyimi saa,Negative
ofo na ny f saa nu,Negative
wei anka yb fa shatta saa ??????,Negative
gyimii kasa saa,Negative
gyae saa agro no,Neutral
meso saa,Neutral
oh saa,Neutral
na saa na wonso wo te,Negative
mmerewa fo de saa ??????,Neutral
aden na wasa saa,Negative
ei saa,Neutral
oh saa,Neutral
saa aberante? wei de? ah,Negative
wo papa nni nyansa aa saa oo� ya wowo ase tw gyimifo aboabi ba,Negative
saa ei,Neutral
gyimie nketenkete saa na wawu kwa,Negative
anthony y? kwasia player paa wo a wo nnb? hwee na nt?kwa hunu nkoaa na wama casemiro anya pipa k?k?? saa,Negative
na saa casemilo no�hmph,Negative
saa olisse ne maame tw anaa,Negative
gyimii saa,Negative
mo b? br? saa,Negative
efie nipa s?i woa saa,Negative
wonso  saa,Neutral
?mo b? br? saa,Negative
oh saa,Neutral
aduane basabasa saa no,Negative
saa ??,Neutral
arsenal ay saa asei bet eiii??,Negative
saa ong,Neutral
saa moom,Negative
oh saa ??,Neutral
saa mom,Negative
gymieee saa,Negative
eiii saa,Neutral
as wo nim ?? gyimie saa,Negative
oh saa,Neutral
oh gyai saa??,Neutral
dabiaa saa ??,Negative
akola nano katikati saa no??,Neutral
saa ong,Neutral
menso saa ooo??,Neutral
saa ong,Neutral
saa ppp onua,Positive
eewii saa na wop ????,Neutral
saa ??????,Neutral
ooh odo yewu menya saa ????,Neutral
me kaas wo trumu esaa ywudw saa wo trimu,Negative
oh saa mmom,Negative
ofui bi saa no,Negative
w? b? br? saa,Negative
aduane na wanoa no akornor saa no????,Positive
ahh owuraku woby saa,Neutral
saa akoaa no de wagyimi kk woy no hwii eny yiee,Negative
oh saa,Neutral
kalyjay gyae saa ????,Neutral
herh na s wagyimi saa ei ?????,Negative
panin na wagyimi saa no,Negative
ei saa,Neutral
akoa no wagyimi saa keke,Negative
saa ong,Neutral
eish saa ????,Neutral
wode gyimi saa,Negative
wokyer aa mo nteso,Negative
obaa na wagyimi saa no????,Negative
eeeii saa mennim da ??,Neutral
aden na w�adwen asei saa ??????,Negative
ei saa mmom,Negative
oh saa,Neutral
owh mi krom nie paa na wagyimi saa non,Negative
saa ??,Neutral
saa??,Neutral
saa,Neutral
saa mo kwasia kasa nu,Negative
agye s me nom ankaa saa ??,Neutral
mop saa dodo,Negative
saa ong,Neutral
saa mmom????,Negative
gyimie saa,Negative
addo d efeeli saa,Positive
na kwaku frimpong ti brofo saa??,Positive
papa panin na wo gyimie wo ho saa nu,Negative
saa na mop? tsww,Neutral
sei na ohia te? oo  kasa saa,Negative
abeiku paa saa na ote ??,Neutral
eii saa,Neutral
ei mo,Neutral
gyae saa ????,Negative
gyimie saa  suaxvk,Negative
saa boi no ankasa nsm hunu y me d dodo,Negative
ahoshyehye nii bia saa wkhkyd,Negative
ei saa,Neutral
saa ong,Neutral
saa onhmate ny ly bia????,Neutral
saa,Neutral
asm bn na wooka no saa no,Negative
gyimi saa,Negative
??saa oluman no de,Negative
nkwasia ndwom saa,Negative
oh saa,Neutral
eiih ?? saa mom??,Negative
saa p?p??p?,Neutral
rasta fuor saa mo koko nny,Negative
ei saa,Neutral
masre saa,Neutral
shatta de gyimie saa,Negative
saa ppp,Neutral
eeeiii saa mom??????,Negative
abeiku p saa dodo ????,Negative
wop saa,Negative
mode gyimii saa,Negative
saa mmom,Neutral
ohh saa,Neutral
saa,Neutral
wonti brofo aa saa ooh??,Negative
y p no saa,Neutral
saa ????,Neutral
saa  ????,Neutral
oh saa mmom,Negative
wo be br? saa,Negative
saa ????????????,Neutral
saa ayi no de memp meny kooko ne konkonte ??????????????,Neutral
eii saa ??,Neutral
okra nso aka kasahari afa me nnomuu saa ah ??,Negative
wo nni premanii bma no b tumi ay sei paaa�??,Negative
saa eii ??????,Neutral
aden ta na mframa no nkc wo mu saa na y gyimi ey,Negative
oh saa ??????,Neutral
eii saa????,Neutral
aban papa de saa,Positive & Negative
wode gyimie saa na wo awu,Negative
ohene na adn????waka saa ebei,Negative
oh saa??,Neutral
yesu paa na wano yya saa no yesu wei de menhu bi da,Negative
oh mepa wo kyew menny saa ??,Neutral
ei saa yate wai,Neutral
saa eeei bra maha,Neutral
adn na wagyimi saa,Negative
eiiiii saa,Neutral
oh saa,Neutral
asu fuo de saa ??????,Negative
saa ppp� pky ???????????????????????,Positive
saa,Neutral
eii saa,Neutral
wonni sika aa saa,Negative
mo de saa na monim,Neutral
eii saa,Neutral
hahahahahahahahahahahahahahahahahahaha saa sika no nyinaa yabedi bi ooo  hmmmm,Neutral
yn som saa,Neutral
m?b? wo din akyere aman ??,Neutral
wabc berma din,Neutral
b? ne din ma no  sk,Neutral
akyire din ??????????,Neutral
mede me mmo obia din o ??????????,Neutral
bc cmo din ma me kaly ??????,Positive
waye shi din,Neutral
wo din ne wo whunam s,Neutral
titi foc din sei,Negative
won so wagyi wo din o,Neutral
eny de ehia ni woman b nnwom papa na gye din pa w mu,Negative
amina sisi mu nny din a nware yakubu,Neutral
herh??????metwem w yesu din nu,Positive & Negative
nhyira nka yehowah din daa,Positive
man na wo nhw ne din?? ayigbe ni,Negative
wonsuro aaa bdin ????,Negative
me tete din sei apetor,Negative
ja kuffuor nipa begyee ne din,Neutral
adwuma no y din o,Negative
ni hu din ????,Neutral
wo gye wo din ????,Neutral
wo din ne wo honam s ampa hw wo jon ??,Negative
waso y din o,Negative
tie din no koraa wonsuro,Neutral
abaayewa yi ho twa yie,Positive
nyame b?kyer?,Neutral
de s onnim nyansa anaa me boa,Negative
wagyimi anaa ??,Negative
menka ho bi anaa ??,Neutral
dabo anaa??,Neutral
woyale anaa,Negative
adn nka wop anaamtcheeeew,Neutral
ynkan kyere wo anaa??????,Neutral
wagyimi anaa??????,Negative
ah akoa yi w�egyimi anaa  sxxdorsn,Negative
wo bba anaa,Neutral
ahhh na wagyimi anaa????????,Negative
makola anaa,Neutral
woda anaa ????,Neutral
na moagyimi anaa,Negative
watwa bi anaa??,Negative
wonni vim anaa,Negative
w?be k? antoa anaa ??????,Negative
wobesu anaa ????,Negative
anaa me boa,Neutral
y blbl anaa gbiligbili ??????,Neutral
adn wo y kaly jay anaa ????,Negative
wagyimi anaa,Negative
herrh wabcdam pn anaa,Negative
na akoa weyi wagyimi anaa,Negative
koko nkoaagh aden wondidi biom anaa,Negative
????eiccmo hw ntakra mu anaa,Neutral
koko nkoaagh adn meetu akc tcn anaa ??????,Neutral
ankasa nasu y din,Neutral
?no mpo nni,Negative
panyin nni wo fie nti na wagyimi saaa nowo papa abr agu,Negative
man utd akyitaani biara nni makyi ?no ara ne madwuma,Neutral
abrfo nni haw,Neutral
wo nni gyidie,Negative
nyansa nni wo tirim,Negative
?mo nni hwoa nti ?mo huri tena fam basaa,Negative
obolo biaa nni nyansa,Negative
me nni bi mpo,Neutral
me nua nni wo,Neutral
gyimii saa,Negative
saa ong,Neutral
adwuma din,Neutral
sika gu so anaa,Neutral
wei de? dabi,Negative
saa,Neutral
gyimie saa,Negative
nyame b?tua wo ka,Negative
?see a ?nhyia na y?fr? no  ?gyer?,Positive
y?ankoto a y?nna,Positive
?tw? die nna fam,Positive
�koto na menhw? wo to ny? agodie� nanso mm?fra yi de redi agor? ???????,Negative
ade? a ?ha gaanafo? ne s? w?fa aman afofor? abrab? ne w?n ammamer? s? ?di mu sen gaana ammamer? y?n ammam�,Negative
nko ara,No Sentiment
�br?fo ne akotia nkoara aba biara nnim�,Positive
?? ?fa woho b?n obi ntama y? baako p? a ?fa woho b?n obi mpaboa y? baako p? a ?fa woho b?n ?s?re na,Negative
woamma wo y?nko antwa ank? a wo nso wontwa nk?duru,Positive
kikirikikiri ?no nua ne tenah?komm,Positive
s? ?se ?p? adek?k?? ehu ??,Positive
yoo,No Sentiment
?po anso adware? a ?fe renso,Neutral
y?nsusu as?m pa ho nkyer? asobrakye? aso?denfo?,Neutral
y?hunuu nsuo ansa na y?hunuu nsa,Positive
ene? w�aba so y?asi wo hene efiri saa mmer? yi rek? no woy? nana jon b?ngyamen,Positive
?h?ho? nto mmara,Positive
nana mefoa so,Positive
?kuro a ?nna y? ho no y?mpra ho nwasena,Positive
?no mpo sua efiri sesei ara megyina gaanfo? nyinaa ara anan mu twa no asuo mma ?ntu ne nan nsi gaana asaase so bio da htt�,Negative
efiiri bosonopo de k?si asutemma mada asuo ahodo? nyinaa adi ?w? me tumblr bl?g so  stcozqa�,Positive
abusua p? de? ?kyiri ka,Positive
kakrahshahahakyr mu kakra ma mi,Neutral
?man ba y?nto no brad?,Positive
?? amansan mmaa da  y?redi amansan mmaa da ?y? ?benim   afe yi ?baa koko?durufo? a ?di nkae?  suu�,Positive
?n? gaana adi mfe,Positive
y?ma wo afe hyia pa o,Positive
?baatan pa  jbih,Neutral
ahohia ahomete? anikrakra,No Sentiment
�kwasea�,Negative
onyame y? ?d?,Positive
ak?daa nnim gyata a ?se odwan,Positive
na s? y?de y?w nna any? woyaa y?ngya wo fay?,Positive
mm?busa wai onua,Positive
?fris? empanimfo? see baabia y? baabia,Positive
?y? nokor? paa,Positive
saa nnso na ?nam a y?n we? no y?mfa y? se nky?,Positive
wopinky? pinky? obi pii a ?de wo y? osuaa ?mfa wo ny? hwee,Negative
aboa ?sono t? fam a aboa biara tumi b? no bi,Positive
yoo mate menim dada s? me ti so wai,Negative
?kwasea na s? y?bu no b? a y?kyer? no ase?,Positive
nwurabafo? mowe akusie,Negative
aniber? b?ne da owuo afa,Positive
mpaninfo? se woay? bi a gyae ny? woay? bi a toaso,Positive
wo tiri so a ?nkyer? s? y?mfa mm? adwe,Positive
nkurob? anaa,Neutral
woamfa nokor? anto baabi a ?da no a ?firi t? fam,Positive
y?mfa ano hunu na ?pamo ?busufo?,Positive
asaseanisusuo anaa ?fasusuo as?nkyer?ne ?ne nnesusuo,Positive
ani k?? ase? tumm,No Sentiment
for android wob? twe chale kiib?d,Positive
anaa s? kasaho�,Neutral
wani soso a ?nkyer? s? wohunu aman nyinaa,Positive
akok?nini biara nni h? a ne ba di nakyi,Positive
akasa akasa nt? p?nk?,Positive
saa na ?b?ma wo nyhira,No Sentiment
ade? nsae? nanso nkwanta rey? ayera y?n,Positive
nsuo ay? ?po mu ma nanso nsuo t? gu mu daa,Neutral
nyamenehene,Positive
y?rekamfo wo duaforo no na y?rekamfo wakyakya,Positive
twi ?twer?fo? owura s sap?n akyer? bosome din biara mu wopia ntoamu a ?di so ha hi a wob?tumi akan bi,Positive
wob?ka ntam na y?aku wo de? fa ?hene yere na y?nkum wo,Positive
saa saa,Neutral
b?la,No Sentiment
tumtum tiatia,No Sentiment
k?k?? tintin,No Sentiment
tumtum tintin,No Sentiment
k?k?? tiatia,No Sentiment
tiatia tintin � ?h?ne?h?,No Sentiment
tumtum k?k?? � ?h?ne?h?,Neutral
�kwasea mamma nt?m a nka wok?? legon�,Negative
w?fa wons? y?n asena na y?nk? yanim kakra,Positive
osikani ne panin,Positive
?nsono d?kono na ?sono banku,Neutral
wano hwam mpanins?m,Neutral
wonya sika a di bi wonya nsa pa a nom bi ?na wonya ntoma pa a fira bi na nnipa nky? w? wiase,Positive
twi ?benfo???,Positive
�kwame bo no reka akyer? d? menyae mmoas?m no ka na y?nka awares?m�  s,Neutral
onyamehy?ber? nni adane?,Positive
wo sika sua a w�as?m sua,Positive
wohu ofik?se mu abaawa a ma no due na ?br?,Positive
ab?fra resua adwini di a ?ny? ?seb?  nwoma na ?de sua,Positive
hohoro w�ano nt?tor? ansa na woaka obi de?,Positive
efie kata as?m so,Positive
wonnim owuo a hw? nna,Positive
woy? wo ho ?barima pii a y?ko gya wo,Positive
sank?fa w? h? yi wonnkyi,Positive
nana woy? ?benfo ankasa,Positive
mmo??????,Positive
akyea a na ?mmue?,Positive
nea ?da anafo? nsuro mframa b?ne,Positive
sika puduo y?mfa y? nsa mm? mu,Positive
ohia na ?de patapaa ba,Positive
patapaa dienfa ohia hu ooo,Negative
esikafuo kraaa na y nu dudu,Positive
yooo me nua me da  w�ase,Positive
wo y? ?benfo ampa ??????,Positive
y?twer? no �woagyimi�,Positive
�woagyimi� na y?twer? no,Neutral
nana konadu yiad?m asamu na ?tumfo? ab? ne din s? y?asi no asantehemaa wadi mfe  mapaninfo? se �aberewa wu na aberewa�,Positive
kraman a ?p? ne ho as?m na ?k?y? d�d� w? b?lega bolgatanga dwam,Positive
?? atwer?nkyeky?m ns?nkyer?ne ?p?nimma    su,Neutral
w�ani nkum a wose wonya baabi nna,Positive
benfo da biara a mba wo twitter mpasua yi so no na mani agye yie wo twi twer ho twa kronkron,Positive
mo me adwuma pa,Positive
?k?asuo amma a wommisa ahina,Positive
woto aduro b?ne a ebi ka w�ano,Positive
?tor? baako s?e nokor? apem,Positive
de? wawuo nnim n�akyiri as?m,Positive
na woka no sei,No Sentiment
nsufi tumi dum gya,Positive
apitie se akwansos?m d? nti na ?bo? b? no a ?nka ne ho na ?ny? gyimi na wagyimi,Positive
�me ne woara�,Positive
samankwan ebi rek? na ebi reba,Positive
onyame adom onua,Positive
?kwanfani te ase a hwer?mo nnye kwan,Positive
twer?  ga ewe anaa abibiman kasa biara a woani gye ho ?ne? fa woani kyer?  fr?y?n w? ahomatrofo uk  na tie y?n anoas?m ne kwan a y?b?tumi aboawo ne woadwumakuo,Positive
abuburo kosua ade? a ?b?y? yie no ?ns?e da,Positive
onua wei de? anka ?ns? s? woto s?be mpo ebinom nnwene anasa na watweete  sfkujj,Negative
tie w�awofo? as?m ananses?m ses? o m�ananas?m a mereb?to? yi ne tiri ne tie w�awofo? as?m ?ny? agya,Positive
ber?  te s?  anomaa woankyere no na ?tu a wonhu no bio,Positive
wopusu dunsini a wopusu wo ti,Negative
nea wak?we ?kwakuo ti no na ?resoso no dae?,Positive
de? ade? at? n�ani no ?noara na ?yie,Positive
onua onua twitwa wo nsem so na me nso me nyaa baako w twi nshw no mu wai,Negative
mate wai opanin kese??,Positive
wo nkwa so??,Positive
�n�ano  �,No Sentiment
afe k??e? no waba bio y�anidaso? ne s? ?de aho?den asomdwoe? nokor? nuad? ahot? ntease? nimde? nyansa nk?so? ?ne�,Positive
aduane a y?amm?to w? y? maame bokyea so no y?kyi,Positive
mpemmienu ne ?dunw?twe amansan nyinaa de abibiman b?si ak?k?n ??????????,Positive
nn??mafo? se tetefo? aso?e? y?nso? h? bio na ad?n nti na y?ntu tetemmuka mmiensa mu baako na ?nka mmienu,Neutral
abanoma nsen ?ba pa,Positive
oburoni a ?ka twi n�ano ate w? twi mu papa h??,Positive
woanhw? no yie a wonhunu no yie,Positive
ampokyekye se ab? ho biribiara ns?e,Positive
y?wo wo to esie so a wonky?re nyinie?,Neutral
duf?kye? da nsuom ky? a ?nnane ?d?nky?m,Positive
woahunu de? wok?too no a de? wo?too no nso nhunu wo a wobae?,Positive
aboter? tutu mmop?,Positive
kyekye kofi sa,No Sentiment
kakahyi langa,No Sentiment
yoo mete ase? meda wo ase,Positive
mmuae? no ne d efiri s? �?baa a wabu ne nsa� y? kasakoa a ase? kyer? s? �?baa a wak? akyima� anaa s? �?baa a way? bra� htt�,Neutral
cc  ??????  wonni sika a wose nsa ny? d?,Positive
�akoa wei paa� woatwer? �q� w? twi ??,Negative
obi mp? nt?m mfa akyekyede?,Positive
ny? ?baakofo? nko ara na ne nana y? aberewa,Positive
?bra akyiri w? amanee,Positive
yoo meda wo ase,Positive
megye di s? wo ho y? pa ara meser? wo s?n na ?brakyer? ase kyer? w? bor?fo? kasa mu,Neutral
wosoma ?namm?ntenten a wob? kaprenu,Positive
bosompo b?too ?botan,Neutral
wosum nkontompo fidie a woyi kasabr?,Positive
both the billboard amp the facebook post are wrong on both the pronounverb agreement is incorrect�,Positive
gye k?t? apr? we nanso mm? mu y?ntee bi da,Positive
mframa mpusu dusini,Positive
daabi da,Negative
miamia woremiamia obi,Negative
anigye? gyina woara wo so,Positive
?baa w? mpempem a ?barima na ?hw? ne so?,Positive
y?kyiri mankani a y?nni nahahan a ?y? nkontomire,Positive
�gyaesaay?� annyae saa y? a �gyaeakyiredi� nnyae akyire die,Neutral
as?m ba a na ab?buo aba,Positive
pesewa nti na dankyiraman b??e,Neutral
wotu bata b?ne na wo tiri ny? a dabiara na woso wo nne?ma,Positive
w?n a w?twer? twi weinom w? s? w?sua twi atwer? yie w?nnim a w?mmisa mu �ghana b?y? yie a ?fi�,Negative
wonni trumu nwii a wonni ?t� ho agor?,Negative
wofira ntama go a wonni apirapira agor?,Positive
wo trumukwan na y?fa k? ?soroaheman mu a meduru h? a ka to mu,Negative
gyae atet?atet? na y?nyae wo s? �hwan ni hwan ni�,Neutral
nsadua enum ebi ky?n bi,Positive
?p?p??ni y?nsisi no animonoso,Positive
woat?n odwan nanso wodaso kuta ne dua mu,Positive
onyansafo? ne ne? ?w? aboter? ne ?ntoboase?,Positive
kurom kwasea ne odikuro,Positive
?h?ho? ani haahaa nanso ?nhunu hwee,Positive
nyinto? y? ya,Positive
?koter? nim s? yafunuyare? b?ba nti na ?butu ne yafunu so? no,Positive
wonim mmra a wons?e mmra,Positive
?anka ?twer?e mmom,No Sentiment
�na enti obiara mp? me�,Neutral
koter? nsa nhyia onyina nanso ?foro da biara,Positive
kosua b?ne baako s?e nkosua apem,Positive
?da a bukom banku de ne nsa b?ka ?baa biara w? bukom no w?nk?fr?  samir na ?ne no�,Neutral
?nsa a ?hy? nkuu no ?noara na ?te?,Positive
onipa ber? ma owuo,Negative
ogya a ?b?d?re no ne wisie nko,Positive
koter? di hia nti na ?kyere ananse,Positive
nokware trodooo,Positive
wosum  w�ani afidie a ?yi wo hwene,Positive
wodua nkontompo adua a ?fifiri wo nan ho,Positive
