tweets,labels
?kwantufo? a ?taa so? faako ho y? mfonoe? ?ma w?bu no animtia,Positive
de? ?we nkok?nam na ?si nkok?buo,Positive
nso osuro s obi betia ne so   obi a ?da fam nsuro ahwease?,Positive
na mi di y meanyankopn nadom    na aho?f? na ?reku wo sei,Positive
ase? ne s?n,Neutral
sj,Neutral
?d?fo? wu a na atamfo ani wu,Negative
aboa no nhaa wo a y?ns?e ne b?n,Positive
woamm? wo kunu k?te so dwie a ?sae wo,Negative
?kafo? na ?hwe an?pa bosuo,Positive
w?fa weide? ?tu y?n asoboa ??,Neutral
obi nnom ?yarefo? aduro mma no,Negative
wadi wo,Negative
anaa ?no,Neutral
aso mu nni nkwanta,Positive
mframa b?ne,Negative
efi s me nni twi nkyerw app no bi,Neutral
wob? ka ntam hunu ama y?aku wo de? anka fa k?fa ?hene yere na y?nku wo na s? wopue asamando a y?ama wo mmo s? wode atopa…,Negative
pieto b?too danta,Neutral
papa yi a wohu no s? obroni no y? ghananii pii a w?nse w?y? abibifo? no n’ano ne twi awo sen ghanafo? dodo? pii,Neutral
s mpo y tigali a asm no si a nnipa bewu no ne mehaw enti ahwyie na ehia me,Negative
nsuo ansene na ?gyina faako a y?fr? no ?tare?,Neutral
ak?kono b?t?b?t? ?noara na ?we ab?,Neutral
tenten ret? tietia ret?,Neutral
ata ne ata ntena h? mma tawia nni ade?,Negative
“me ne wo b?k? me ne wo b?k?” y?de daadaa efunu,Neutral
kookoo y yare oo massa ??????,Negative
wo yere ny? a ?nte s? wo nko ara woda,Neutral
saman biaa ni efunu no ani ase h?,Positive
ananses?m a matwere w? me tumblr bl?g so tiri ne “mmoadoma nyinaa twene”  son,Positive
abor?noma da soro odwansae? da fam,Neutral
nsamanfo? se w?nom p? dodo? na ?nny? ateasefo?,Positive
kotokurodu apoma se s? obi anka no a ?mm? no,Positive
wob? kahyire a ?na y?soa wo?,Positive
wode f?re? ky? ade? a wok?hy? dan mu te anisuo,Negative
nea ?de n’ani na ?fee ase?,Neutral
kuro mu y? dinn a na as?m w? mu,Negative
?panin ase? ne s?n,Negative
y?de aduro wo wo a wonky?re ben,Neutral
akosoa kumi onyame ma wo so a y? afofor? papa anans?m ses? o y?sesa soa wo mmarima pii na w?b?see,Neutral
nawansena de ne nsa gu n’akyiri a ?se ‘nea aka akyiri na ?d??so’,Neutral
woka ntam gu amena mu a epue fi,Positive
bor hor biom????,Neutral
obi a ?bu neho nea ?w? animoanyam,Neutral
“?reba ?reba “ na ?y? hu na ?nya ba wie a ?ny? hu biom,Positive
merek?p? biribi ab?di ?ne meb?y?? de?n na ?nam nanso wei de? ano ?y? hye ma y? kuromfo? yi  ne gaan…,Negative
obi d? wo a na ?ka na wo ho,Positive
anoma a ?dii nsuo mu kan no ?nnom nsu fii,Positive
aboa kontromfi ntama tete a n’akyea de? ?mm? no,Positive
y?ka “pr?mo ato” a ?kyer? s? ab? awia nn?n edummienu owigyinae? na wonim s? “pr?mo” fibea anaa n’ab?sé ne “parry…,Neutral
makyidifo? afehyia nkrato? ntoaso?,Neutral
kos? nkum kuro nanso ?dwodwo yaa ano,Negative
y?nhy? tawa nsoa atuduro,Neutral
ad?n nti na wotwer?  si ? anan mu wow? iphona a na wotwe  kiib?d firi appstore a woawie s? android mm…,Neutral
wotia bamma so ansa na woak? dan mu,Neutral
y?tu fo na y?ntu hy?ber?,Neutral
wokyer? kwasea duawe? a ?rek?da koraa na ?tua nano,Negative
k?asuo na ?b? ahina,Positive
nokwasm,Positive
y? b? bisa ak? si br? ben nyame p? na nim nea ?dee saa awudisem wae y?n gyae mani ka na y?n k? yanim,Positive
maame b?k? m?k? bi ?no nti na manhw? so amm? me bra,Negative
as?m y? nokor? y?nto s?be,Positive
megye wo di,Positive
wo nsuo sua a na wohunu adware? a ?so wo,Positive
medaase bebree ?y? ampa med? ghana ne ghanafuo nyinaa ?????,Positive
awiemfo? p? ne s?fo? na ?ne no agoro,Positive
w’akyiri w? bi a na y?di wo ni,Positive
mebn konadu yiadom sukuu h st louis akyire h p,Neutral
twene ny? d? kora a ?nhwere p??p??,Positive
worep? w’ase trumu ahw? a na woma no bep? so afuo d?,Negative
anokwa,Neutral
daasebr? obiara nsomaa wo,Negative
wowe ?kraman nan a nante? mpa wo da,Negative
obi nnim a obi kyer?,Positive
“mep? fufuo ne ab?nkwan”,Positive
akura se dae? pii ny? nokor? ?no nti ?nn? nna na waso dae?,Negative
ne? onyame ahyira no no ?tanfo ntumi ns?e no,Positive
ade? a wonni bi na wobu,Positive
obi adefo y? obi adepa,Positive
wonya aboter? pae nt?tea yam a wohunu ne nsono,Positive
ade? a ?y? fo? na ne bo? y? den,Positive
nkwa w? h? a na anidaso? w? h?,Positive
?panin w? efie ansa na y?rewo ?hene,Neutral
mmarima nni kurom a na akyakya tu mmirika kyer? mmaa,Neutral
“mesene wo” y?mfa mmu ?man,Positive
y?red? na nkor?fo? nso redi,Neutral
?sansa fa aboa a ?de nakyi gya akor?ma,Positive
medaase s? watenetene me,Positive
?h?ho? na ?we akok? a nani ab?,Negative
di na menni bi ny? ade b?ne,Positive
wotan ?kwaduo a na woayi wo amirika,Positive
?baa te s? hurie? ?nom mogya na ?mma mogya,Negative
hmmm as?m kese? paa,Positive
okusie se ?nya sakre a ?b? twi nanso ne nan nnuru p??lin so,Neutral
aniha mu nni biribi s? ohia,Negative
wodi sono akyia a wontoa,Positive
y?redi awu a y?nkum ?manni,Negative
obi nnim nea ?sono di y?? k?se?,Neutral
ase ne sn,Neutral
m?k?m?k? y?nk? no kwa,Positive
y?yam aburo a y?mfr? no aburo bio,Neutral
onyame adom nti na wo?,Positive
ny agor kakra a mene wo bdi nti na menfa maduane mma wo anaa,Negative
?d?m ani sã nea ?hy? ntakra ?ky?,Neutral
de? wahunu apem nkamfo ?ha,Positive
abusua kyiri ?ka,Negative
aware? kwan ware,Neutral
y?hunuu nsuo ansa na y?hunu nsa,Positive
obi d? wo a na ?to wo badin,Positive
de? ?ntumi dane de? ?tumi,Positive & Negative
de? wabr? no ?no na y?ma no br?nsuo,Positive
?domfo? nan y?twa no nyaa,Positive
w?fa as?m weide? ?mu y? du ak?mhoma s? ?baa k?t?ku mu sika anaa ak?mhoma s? ?k?mfo? ahoma y? sr?w kyer? ase? kakra,Neutral
adwene a ?da abura mu mpo anya nsuo na ?k?t? a ?da b?n mu no de? ?nnware mpo na wasera,Positive
?hia wo a wo b?t? mu kwan ware sene wo kurom kwan,Negative
asekyer?,Neutral
aware? ny? nsafufuo na y?aka ahw?,Neutral
patapaa pieto y?de mmera na ?wor?,Negative
efunu biara nni h? ?kyiri asaase,Neutral
me nim paa??????,Positive
ad?n obi ate w’akoma,Negative
?baakofo? di awuo a ?soa ne funu,Negative
s? de? y?si fira ntama pa nie,Positive
?twe ank? a ne nwoma k?,Neutral
ah wagyimi anaa,Negative
?mu de?n hene fa,Neutral
mpanyinsem??,Negative
obi nnim adekye? mu as?m,Neutral
okuafo bankye amm? a na k?t?k? af?re,Negative
de? any? yie no y?mfa nka as?m,Negative
w’atuo sua a na w’as?m sua,Negative
ak?tesia yi ka twi a ?y? frenkyemm na ?de bor?fo kamakama nso afra metu me ky? mede ma no,Positive
“wob?da mu p??,Neutral
osugyani tirim w? as?m pa nti na ?ne a ?popa ne to? na anka ?ne obi nni atunumuhw?,Positive
woyare na woant?n no a wonya ho aduro,Neutral
?barima anim ?y? hu a ?nkyer? s? ?y? owudini,Negative
afenhyia pa,Positive
owuo nim ne mma,Negative
y?reb?kagya y?n ho te s? de? kagyebi nua ne kagyetia ?na y?agyae y?n ho te s? gyegyeti,Neutral
medaase ne nkyer?kyer? ??,Positive
?no nti na y?se yafunu b?ne nnim m’asa,Negative
ak?kono de b?t?b?t? na ?twe ab?,Positive
wo papa amm? bra a na woyi wo w?fa ay?,Negative
daabi agya see no s? ?nfa mienu ntwa nsuo no pr?ko,Neutral
y?b?so wo so a y?hy? no mma,Positive
menua me hia asekyer kakra nimo antumi wo a ete wontoma,Neutral
?ny? ?tã biara na ?b?n,Positive
wei de gyes wo kyer ase kyere madwen kakra,Positive
y?nkyekyere nyansa nk?kyer? ananse,Positive
woyere a ?ny? no na ?te s? obi adwaman,Negative
ap?s? nso se didi kwan nnwa,Neutral
kelewele koraa wo to mi de y?,Neutral
sika nt? nkwa,Positive
nsa a ?ny? adwuma no ?noara na abonsam b? no paa,Negative
mepaakyew t? bor?de?…,Positive
?da a yesu b?ba no,Neutral
aniso no yhu wn asfo nso ebi a na wfiri tigali enti wei nso ymfa no saa,Negative
akyinnyege? nti na aboa sonkronsuo panpan afa onipa hwene ano ?y?nko? no,Negative
nnipa dodo? soa nyakop?n a ?baako mmu akyakya,Neutral
w?n anaas? w?nom ?ny? ?mo,Neutral
ny? faako a obi da na y?p? daber?,Neutral
de? ?da ?fam no nsuro ahwease?,Positive
wosesa adesoa si ?bakwasea h? na wob? no mmrane na wansere a na ?nsoa,Negative
ahy?nso?nkyer?ase? ne s?n w? ha,Neutral
y?t? na y?ntua a anka nkwadaa nyinaa b?b? ak?mhoma,Negative
saa na wka no,Neutral
y?nhome mfa obi hwene mu,Negative
hmm ampa nanso abusua fo? aa w?n hwere w?n dehye? nom se ?mo de aky? enti y?n ni hwan s? y? pe fa ab? y?n bo,Negative
obi repae wapampa mu a na ?rehy? wo den,Negative
oh  da bi b?ba a ?betie ??,Positive
sunsum p? na honam y? mmer?,Negative
woy? wo ho ?barima pii a woko gu,Negative
aboa nantwie suu y? nkwasea suu a ne nam de? ?ny? nkwasea nam,Negative
de? aso te? na ano bua,Neutral
dua kontonkyikuronkyi na ?ma y?hunu ?dwomfo?,Neutral
me de akok? no ne aburoo no b?di kan atwa nsuo no me twa  nsuo no wie  a megya akok? nko ara w? h? na me ne aburoo no asan ab?fa akor?ma na y?n nyinaa atwa  nsuo no biom ??,Neutral
?no a nono w?fa y?b? wuo nti y?n nna ??,Negative
“me ne wo b?k?” y?de daadaa funu,Negative
wananse sm yi yd yie mmo wayade,Neutral
y?anyae ab? twa a y?b?hunu ak?kono nkas??,Neutral
nkwa ne owuo mm? ahyia,Neutral
obi pamo wo firi  nsadwase a wo sika ho dwo no,Positive
ak?mhoma te s? samanp?n mu dua nea ?te soro suro nea ?w? fam ?na nea ?w? fam suro nea ?te soro,Negative
beae? a ?sie abu at? no mmabaa mpa h?,Neutral
?w? s? y?sua twi twer? akwan ahodo? a wodeb?sua twer?  s,Neutral
owuo ?y? ya nanso mmako nni mu,Negative
ghanafo? twer? twi w? ntentanyi ?so a na mani agye s? apang,Positive
abekatekonto,Neutral
ampem so dae? a ?nso mma ?hene,Neutral
baabi a apem ahwie agu no ?ha mpa h? da,Neutral
nto,Neutral
ab?fra sua nante? ansa na wahunu amirika tuo,Positive
ne? ?da ayaya mpo nhunu onyame na ne? ?butu h?,Neutral
medaase nana  wonkwaso ??,Positive
oy tweduampong kwame oseadeyc ohuntanhu okokroko nyankopcn aa s wode wani to no so aa wo kctckrc now soro da,Positive
nyansap? kwasea ntumi nsane gye s? nyansafo?,Negative
boniay?fo? didi nt?nt?m na wapepa n’ano,Negative
ny? ?twee tiri ho na y?yi nwanam,Neutral
?ne? na ?kwafiri kwanso? nso na ?ware teman mu hunu,Negative
“nokor?,Positive
osuo na ?ma ntakraboa di tuo,Neutral
atwene a ?dwa na ?twetwe d?m,Positive
adin nsiananmu y? ns?mfua a ?si nipa ne ade? din anan mu te s? woka s? adwoa te h? akyire no woka s? ?as?re nti ? a…,Neutral
as?m ba a na nsawe? aba,Negative
me din de ?barima b?dii ade? mey? siniy?ni ne saa nti abere ne abere nyinaa s? me se gu ?so ara ni kaka ?y? m’akyiwade…,Positive
dua kontonkyitonkyi nti na amma y?anhunu ?dwomfo papa,Positive
y?b?si wo so a anka y?hy?? wo ma,Neutral
osuo boro ?bo? a ?hohoro kwa,Neutral
aboa amuokua se mmaa nk?m? d? nti nny? ade? a ?b?s?re ?kwan nky?n da,Negative
?w?do ?w?do w?de b?ba,Neutral
?baa nya adware? pa a na ?kyer? neho,Negative
nt?tea nsa nhyea odum nanso onyame ma no foro dabiara,Positive
ateabisa ?no ne nuad?,Positive
na ase ne sn kyer me ase,Neutral
kasa pa ma abaa t?,Positive
y?de gya wo a na y?de asoa wo,Positive
?nam dodo? ns?e ?nkwan,Positive
nkroma te ase a badu nni ade?,Neutral
akos kyi bankye ampesie,Negative
?kraman nyaae? a anka ?de ne ba b?di nsesa agye dompe nanso “mehunuue? anka” ?no na ?maa keewuo hy?? neho ak?mfo,Negative
wosisi ananse a wosisi woho,Negative
wosoa nsuo soa nsã a na wohunu de? ?mu y? duru,Neutral
mep? fufuo ne ab?nkwan,Neutral
?t? ?da bi na worebisa nkwadaa as?m w? sukuudan my a ?w? s? wodwene ho yie sukuu akwadaa no ney?e ?ne ne mmueae? a ?de ma…,Neutral
wotwa asuo wie a wose ?denky?m ano p?  siampca,Positive
nkwa a nyansa nnim de? fanyinam owuo,Negative
wot?n wo yare? a na wonya ano aduro  s,Positive
wontumi wo nne?ma a wose “me kahyire ny?”,Negative
fa no s wonko ara adi aduane ama afa wo yam,Negative
meser wo anidie asante b bi w h na y a na me wer afi,Neutral
ananses?m kan ne nyinaa w? aha  ssrir,Neutral
wo b?t?m y? ha a wonnya animoanyam,Negative
mpaninfo? nso se ?ka mpr? nti wo ne me yaka koraa ara megye me ka,Negative
?nny? hweeeee ??,Negative
wo yam y? wo ya a,Negative
mesee,Neutral
bosome fofor? asi nn? mato ananses?m fofor? a ne ti ne “akosoa kumi onyame ma wo so a  y? afofor? papa” wob?tumi akan…,Positive
osuo aboro nkyene ama nkuto resere awia b?b?,Neutral
y?kae ?gyefo? na y?nkae ?p?sob?ni,Positive
wanka s? ?no ne adey? as?m a ?w? no ay?asie kabea mu hyia a ?no no sesa b?y? w na watwer? ?ne adey? as?m…,Neutral
?baa asobrakye? so amane?,Neutral
de? w’asie na ?yie,Positive
wonni sika a wo ti te s? aboa odwan ti,Negative
?ko bi a y?anko bi no y?mfa mu sade?,Positive
f?f? na ?y? f? nti na ?damani tu mmirika a ?s? ne nufu na ?ny? s? ?b?te at? ?damani  ?baa a ?di ne ho ni,Positive
yiwan a y?de yii k?k?sakyi a ne k?n mu anfu bio no s? afe so na y? san ma so a takraboa biara p? baabi de ne ti fa,Positive
y?b?y? wo tiri so,Negative
?mama nky? na wawu,Negative
wodi hia na woreb? ak?kora a wonhunu,Neutral
ei????????,Neutral
worebua ada a wonka s? “mekyiri nkoa aduane”,Negative
de? ?te n’ab?nten na ?nim ne fie awer?ho?,Positive
fante d?kono a wafira ne ntama papa bi mpo y?nyi n’ay? na wo paano a woda adagya,Negative
b?fua kor? y?ntw?re no mprenu,Positive
siwpp,Neutral
bep? w? h? yi y?foro no nky?nky?n,Positive
biribi ans?e a biribi ny? yie,Negative
wowo ?bab?ne a wofa kasabr?,Negative
saa p?p??p???????,Neutral
pesewa nya amane a piredwan ntumi ntua,Neutral
?patafo? nnye ?ko mm? ne bo,Positive
me nuameser? wo oase? kyer? s?n,Positive
?baa a ?rep? aware? agyae no ?tu bankye a ?nnua fofor? efiris? ?nim s? afe a ?b?ba no ?mma aware? no ase bio,Negative
yesu awo mpo why ho nkm nti mede megye nkmhy di na emom batakali adso nti na ynhunu kramo papa,Neutral
ns?m a ?y? d? pii no ?y? a na nokor? nnim,Negative
“k?te? no so papa onuobaa gyae ?na ne hwewa mmienu no ay? s??,Neutral
ani hunu na ano anka bi a ?ny? as?m,Positive
wo papa nso amm bra a na woyi wo w?fa ay,Negative
ny saa na merep akyer,Neutral
ade? rekye a ade? resa yi na mmer? no ara na ?rek?,Positive
woara hw? asikakorabea nom bi too susu w? menzgold ampa aban ne bog nna w?nom adi,Neutral
menk?y? akok?hwede? adwuma mm?nom ?ber?kuo nsuo,Negative
adom asomdwoe? animuonyam anigye? nhyira aho?den nkwa tentene yiedie nk?so? banb? mm?…,Positive
nsuo nyiri mfa anomaa,Positive
k?nk?nsani tena kurom a kuro b?,Negative
“y?retete abete? no na ne ky? ara ne no”,Positive
nokware,Positive
nokor? y? baako p? ?k?k? ara ?b?ba,Positive
nkabom ma nkonim,Positive
aprapansa,Neutral
s? edwie firi wo tirim b?hy? w’ab?dwes? mu a na ?ntuu kwan nk?? akyiri,Neutral
kwantenp?n da h? a y?mfa kwatikwan,Neutral
?no na medi a,Neutral
worep? nkwan pa adi a k? di paa,Positive
aduro b?gye wo a gye s? atere mma,Positive
asa firinkyim ase nso na yehu ?d?nk?nii ba,Neutral
nkwa tenten nti na onyame b?? aduro bataa onipa ho no,Positive
aduane a y?b?ma wo bi adi no y?kae wo b? wo din w? mukase ansa,Neutral
translation please,Neutral
?t? da bi a ?se ne k?ter?ma ko,Neutral
y?de ka a y?b?didi,Positive
obi mfa hyire nti de? wat? wiram,Positive
ntontom mm?toa mu mpo y?awura na ?sono nan ntam mu,Negative
mpotompoto,Neutral
m?y? no saa ahw?,Negative
?sono a ?bu akuma na f?nt?nfr?m amane no no,Neutral
daabi menua  ?y? ndwom ny? nwom,Neutral
wogyae wo nkwadaagor? a wonky?re wu,Negative
?benfo? k?k?sakyi br?fo din y? de?n,Neutral
de? ade? hia no na ?tu ho anam?n,Positive
ansa na ?baa b?noa afigya aduane no na n’ani da ?barima bi so,Neutral
wotu amena ma wo y?nko a woara na wob?t? mu,Negative
wodi w’akoma akyi a woyera,Negative
awurade ny? mo ak?se? ?ntie mo sufr? na ?ma mo de? mo akoma p? na ?ma mo tirimu ns…,Positive
daakye as?m nti na y?p? ?y?nko pa,Positive
?b? yi akyere madwen so,Negative
woy? biribi na any? yie a womfa nka as?m,Neutral
?tor?ma p? me ho k?k?? nti na ?k?tweree sie,Neutral
mate nana,Positive
medaase ????,Positive
abirekyie mpo ?nim ta na ?nte s? ofui,Negative
ny s ebia meresos wn so,Positive
wo fiefo? ma wo so a ab?tensofo? hw? wo to,Positive
yati wae opanin kwadwo kyere ??????,Neutral
?ntoo wo a da,Negative
nyansa w?nt?n w?fa no w? efie,Negative
etwie nni etwie,Neutral
kwaku ananse p? ne yere a was?e ?k?nnor? yaa nso p? ne kunu a ?nny?,Negative
nokr?,Positive
“w?nom nni nyansa baako sei”,Negative
?bosom b?nya wo a na ?firi nnipa,Negative
hehehehe,Neutral
nti wei nka ?b?y? wo adi nanso y? yi o na y?de  asi nanan mu,Neutral
wontoo ?hene mmara a ?se ?ne wo ka,Neutral
me pa wo kyewo ase? kyer? s?n,Positive
ab? t? ?fam a na ?yi nsa,Negative
?bra amm? yie a na y?dan abusuafo?,Neutral
ahwene? te w? mpa mu a ?bi nyera  smiyzma,Positive
petee mu asaase nna h? kwa,Positive
mmo woay? ade? ????,Positive
nkranee hwete a na w?nyerae,Neutral
plz explain this wai plzzz,Positive
?ka ?to a na aka ser?,Neutral
?y?nko? wu o ?y?nko? nk? ayie,Negative
masere asu,Neutral
dua a kwaku ananse atena ase? awuo no ntikuma ntena ase? nt? nko,Positive
s? wob?n ?baa kwans?n ho pii a w? mma wonnu nkwan mu,Neutral
ne yie mu nti na mafa ?b?fo? y?nko?,Positive
obi retia wo nan so a na ?rema wo afutuo,Neutral
afe bi y esan asan,Neutral
y?nk? ahwa ?nk? to nkwan ho,Neutral
?kwan tenten biara wie w? w’aboboano,Positive
y? si ekwan da h? s? y? hwehw? mu bio s? obi w? bibiaa y? betumi agyina so de buaa ama nokor? no ada adi enti s? wo w? bi saa fa k? to atammoafo? anim na y?n bue asem na no bio enhu mo nokor? nyinaa,Positive
ohia kum sumsum,Negative
?koter? ?nk? di ne mako mma mfifire nk? firi aponkyer?ni,Neutral
aso a akonwa si mu na y?ka as?m kyer? no,Negative
kata so muamua so ma as?m yera,Neutral
?pemfo? b? wo a saman no ?nam s? wadi so mpabor?,Negative
akakasuro ne sorowisa,Neutral
na asm asa ampa,Positive
agyan nti na y?y? ?ky?m,Positive
so many projects using other chains too many but many dump and spam and scam but this one prospective and sustainable congratulation for fois  and dw development team,Neutral
nnipa nyinaa w? tiri nanso w?n nyinaa tiri ns?,Neutral
ewiram mmoa nsaae? na ?seb? akye anomaa,Neutral
nkyene nkamfo ne ho,Positive
?kor?nfo? wia ?kor?nfo? ade? a onyankop?n sere,Neutral
sorogya y? amane aware? nso y? mmusuo,Negative
y?nni as?m bisa owuo ?kura ade? a nkwa ntumi nnye,Negative
sika nti na ?k?mfo? de ne pem ?dan,Neutral
y?de mm?t? rey? biribi a wose dufa,Negative
?panin tã w? badwam a y?dehy? akwadaa,Negative
nti by yie ansa na ywu any yie ah ynpri yhu oo,Negative
de? mmoa adi no ?nk? de? aka akyire na y?b? ?ho ban,Neutral
esie animuonyam ne mmire,Neutral
wei de? menntee da,Neutral
atade? nana akufo addo hy? no din de afe bi y? nsan,Neutral
kurotwia…,Neutral
atwe nam mmienu mmienu — boa me na me nso memmoa wo nti a,Neutral
y?nfa abedwafo? nny? nkoa,Positive
nne akristofo nk sika korabea nk ka nsmpa na wbnya akra bebree ??,Positive
fufuo nko ara nnante,Negative
tumi dodo? y? gyimii,Negative
koko? a y?de k? ?ko no y?mfa nk? aware?,Positive
dodo? funu mm?n,Positive
adanko daadaa adoe,Neutral
woy? na ?y? yie a na y?b? wo din,Positive
prae? teateaa ntumi nkum nwansena,Negative
wano ate,Neutral
onihafo? ntama nhyiaa no da,Negative
wob? af?kuo a wonwu w’akrawuo,Neutral
wob? bosea de tua wo ka a ?te s? woatu amena de asi amena,Negative
y?b?si anaa y?b?so amu de? henn,Neutral
aboter? ma as?m twa,Positive
t?tia na ?se “me kos? kos? hy? me tiri mu”,Neutral
ade k?se? biara mu y? duru,Negative
ymm ynho ynho anohoba na yny ahweyie,Positive
twam wogoro twer ne,Neutral
asfo bi ahy nkm ama aba mu,Positive
abrewa b?di tw?de? a na ?firi n’ano,Neutral
adonkoto? mu w? biribi a anka apan da apakan mu,Positive
wode anibere ne adefop? we nkyenam a wob? ?bo? mu,Negative
s? wosuro,Negative
s tete kwaaframoa nyankopn na asoma no a bsi na s tigali na asoma no nso a ebetumi asi enti ahwyie mom na ehia na ny de asm no firi neh reba no,Neutral
woboapa yare a ?yarepa de ne ho gye mu,Negative
?barima b?dii d? anaas? ?barima b?dii d?,Neutral
de ne ti pem”,Neutral
mepawoaky?w o  ‘y?’ ne ‘ano’ ntam no  ogya ns?nkyer?ni biara ni mu,Neutral
kafra,Positive
wei y? ?d? pa ara ankasa ?d? ak?n? ak?n? ma no mmuae? wae mma ade pa sei nhwere wo,Positive
wahy? no p??p??,Neutral
asuo refa ?bakwasea a ?se “mereka sakere”,Neutral
“nkwaseas?m” intern no ny? aboa nanso ?nnim adwuma ?rey? no mu ?no nti ?w? s? obi hw?…,Negative
?t? ?da bi a na br?d?? adane br?guo,Positive
?ny? nnipa paa???????? herh fri ha,Positive
?baa korafo? aware? y? ya,Negative
sumina de b?k?? na ?hye?,Positive
baabi a obi awuo no obi nna h? mma ?ny? yie,Neutral
?k?m de agyanka a y?se ?yare,Negative
wok?fa dobodabo kosua na s? ?anka wo hwee a na as?e,Negative
agor? y?? d? ?na ?y?? de?n  srhhg,Positive
bugandahene ssaabasajja kabaka ronald muwenda mutebi ii a ?di ade? w? baganda aheman mu too nsa fr?? asantehene ma ?k?sra…,Neutral
wo nsuo sua na wohunu adware? a ?so wo,Neutral
asopa nky?re as?mpa tie,Positive
?wonta nsuro k?tep?n s?be o,Neutral
afei de? mabr? ah ??,Negative
obi yaa wo na woyaa no bi a na ne ho y? den,Negative
me da w’ase menua??,Positive
aboa biara didi k? de? n’asom b?dwo no,Positive
mepa wo kyw my saa ara seesiaa,Positive
atentenhuro tare wo to wose merek? huri egya,Negative
asererewa se ?b?su agyenkuku su a ne to b?pae,Negative
?k?m de krotweamansa s? de?n ara na ?k?to akyekyede? w? ?kwanatifi a ?nkye no nwe ?titi n’akyi k?k? gya no h? k?,Positive
mo a motwer? “kwasia” mmer? biara no mokan wei nhuhu s? ?nni nkyer?ase?,Neutral
atokese? na ?nyane k?tewui?,Negative
fr?mfr?m nte h? daa,Positive
wop? no yie a wobr?,Neutral
saa na ?te? ?nna akok? sa kyer? akr?ma s? d?en ara a ?nny? ne f?,Negative
s? y?annyae ab? twa a y?b?hunu ak?kono nsakas??,Neutral
fa ?ha hyia me ny? akwantu pa,Neutral
saa p?p??p? me nua,Neutral
anos?mfo? biara nni aho?den,Negative
fante fante,Neutral
people really need to learn how to write twi properly so many people replacing “o” with “u” and “e” wit…,Neutral
?ta fata kwans?n,Neutral
gyamfi mpo koraa antumi annyam nne?ma amma no anfiri a na wo s?kyer? na woreb?kyer? s? de? y?hy? ?ky? ma no ky?re,Negative
?pramire se ayie ntoatoaso? nti na ama maka kuntunkuni mu no,Neutral
sika ntini y?de br?br? na ?twetwe,Neutral
aah nas? y?kaa y? ghanafuo ne sika anibere di? ay? s? wansena a esisi bibia y?n b? din ho ponzi scheme bia ?mo b? investi wopaa next year obi mmfa fofor? embra ?mo besan edi sika ak?to h?,Negative
aduro b?gye wo a atere ma,Positive
?kyo nnyii? a y?mpam no danta,Positive
kurotwiamansa fa akyekyede? a ?danedane no kwa,Positive
yei y? b? anaa as?ms?b?,Positive
?koter? nk?di ne mako mma aponkyer?ni nhuhu nano,Negative
baabi a obi sika w? no ?h? na n’akoma ne ne kra w?,Positive
as?m ky?re pii a na adwene ?reba ?ho,Neutral
wotan wo sap? a w’anom b?n,Negative
obi nso dae? nk? baabi a y?b?ku no,Negative
di y?n akyi wae,Positive
de? ?de ne ti na ?nim mu as?m,Positive
nokwarefo? adey? ?mma w’atanfo nnya wo,Positive
ohia soma wo a ?b?y? de?n na wonk?,Negative
?bo? pae a y?mpam,Neutral
?ba kwasea na ?se y?de me y?nko na y?nne me,Negative
me da w’ase,Positive
ade? a y?de ns? y? no y?de nsuo y? a ?ny? yie,Positive
worep? waduane d? a na woka no nkyene,Positive
nam dodo? ns?e nkwan,Positive
mepa wo ky?w nasekyer? ne s?n,Positive
wo ne ?kwasea gye akyinnye? a ?ka ne de? so,Negative
woreb?di nkosua a wonse sekan,Neutral
okusie kwasea na ?hunu agyinaboa ba a ?se ?de no rek?y? n’abaawa,Negative
abofra ad?n na me nkoara me p??le a ?nk? yi abofra  woreba no wofaa adwoa nom h? anaa abofra aane abofra  adwoa…,Neutral
wob?hunu s? agyinamoa rewe nwa a na ?y? as?m ntira,Neutral
aboa biara didi k? de? ne ho b?dwo no,Positive
twi ?benfo? mpo ay? nsiesie na akwasi marique,Negative
wok? okusie kurom na s? ?rewe nwoa a wowe bi,Neutral
?k?m de aberewa a na ?se toto biribi ma nkwadaa ma w?nni,Negative
abisaa agya rek? ?gyaa me nne?ma mmiensa — akor?ma akok? ne aburoo ?ka kyer?? me s? memfa saa nne?ma mmiensa yi ntwa nsuo…,Neutral
saa,Neutral
?de?n na ?rek? so ?w? ?ha yi ato? no ?w? ?hin afa fa toto wei ho,Neutral
wo papa amm? bra pa a na woyi wo w?fa ay?,Negative
“fa wo gyimii s?re h?”,Negative
wob?twa nkontompo ama y?ahuro wo? de? ka nokor? na y?mpene wo,Neutral
anadwo aboa na ?d?re srade?,Positive
owura s ny sika kuma na wobetua no w appstore h ma me nfa me  ne  yi ndi dwuma saa ara,Neutral
ade? a ?y? fo? na ?b? ?kwasea ka,Negative
ewiem ?y? hye nanso y?nenam mu,Negative
k?si a nk?si k?da a nk?da,Negative
?tanfo te s? aboateaa ne se nketenkete na nso ?ka wo a ?nni aduro,Negative
s? seb? k?kora a ?kum nana te ase a y?mpre edwa,Positive
?? dabo dabo,Neutral
an?pa nsuo s?e adwuma na ?ns?e nna,Neutral
kuta,Neutral
